Reading Date, 1 am kWh Consumption, 2 am kWh Consumption, 3 am kWh Consumption, 4 am kWh Consumption, 5 am kWh Consumption, 6 am kWh Consumption, 7 am kWh Consumption, 8 am kWh Consumption, 9 am kWh Consumption, 10 am kWh Consumption, 11 am kWh Consumption, 12 pm kWh Consumption, 1 pm kWh Consumption, 2 pm kWh Consumption, 3 pm kWh Consumption, 4 pm kWh Consumption, 5 pm kWh Consumption, 6 pm kWh Consumption, 7 pm kWh Consumption, 8 pm kWh Consumption, 9 pm kWh Consumption, 10 pm kWh Consumption, 11 pm kWh Consumption, 12 am kWh Consumption, Total On-Peak kWh Consumption, Total Mid-Peak kWh Consumption, * Total Off-Peak kWh Consumption
2/10/2021,0.452,0.399,0.403,0.405,0.395,0.75,0.734,0.582,1.103,0.751,0.714,1.337,0.962,0.742,0.84,0.922,1.151,1.151,1.821,1.781,1.836,2.051,1.201,0.998,6.122,5.954,11.405
2/11/2021,0.742,0.396,0.438,0.407,0.422,0.497,0.725,0.431,1.402,0.592,0.796,1.352,1.007,0.768,0.893,0.694,0.853,2.049,1.389,1.421,1.397,1.777,1.084,0.804,6.659,5.567,10.11
2/12/2021,0.431,0.344,0.39,0.377,0.369,0.36,0.779,0.756,1.072,1.568,1.326,1.249,1.253,1.185,1.167,1.009,0.728,0.824,1.983,1.909,1.488,1.925,1.804,1.394,7.529,6.591,11.57
2/13/2021,0.729,0.424,0.415,0.403,0.678,0.647,0.643,0.4,0.514,0.614,1.123,0.873,0.987,1.18,0.824,0.8,0.89,1.18,1.587,1.832,1.301,1.608,1.285,1.175,0,0,22.112
2/14/2021,0.709,0.423,0.387,0.376,0.369,0.376,0.376,0.628,0.832,0.536,0.979,1.233,1.053,1.27,0.943,0.533,0.773,0.945,1.304,2.88,1.46,1.724,2.367,2.2,0,0,24.676
2/15/2021,1.176,0.653,0.431,0.41,0.837,0.537,0.516,0.47,0.429,0.512,0.789,0.782,0.766,0.94,0.925,0.793,0.85,1.272,2.374,1.91,1.49,1.977,1.348,0.782,0,0,22.969
2/16/2021,0.452,0.365,0.383,0.375,0.86,0.655,0.665,0.387,0.953,1.051,1.467,1.125,0.608,0.758,0.603,0.787,1.136,1.121,1.362,1.425,2.527,2.576,1.658,1.014,6.341,5.017,12.955
2/17/2021,0.55,0.418,0.428,0.417,0.437,0.846,0.781,1.011,1.212,1.046,0.924,0.946,1.055,1.135,0.857,0.66,1.49,1.381,2.518,1.777,1.549,1.849,1.711,1.104,8.092,6.143,11.867
2/18/2021,0.412,0.375,0.36,0.363,0.366,0.585,0.608,1.014,1.162,1.119,1.053,1.377,1.123,0.923,0.981,0.844,2.029,1.989,1.086,1,1.606,1.406,1.176,1.148,7.423,7.277,9.405
2/19/2021,0.733,0.464,0.431,0.419,0.426,0.412,0.773,0.723,0.99,1.352,1.224,1.481,0.551,1.207,0.983,0.607,0.514,0.664,1.469,1.531,1.422,1.723,1.57,1.184,6.422,5.343,11.088
2/20/2021,0.742,0.392,0.406,0.473,0.629,0.47,0.596,0.373,0.376,0.554,0.617,0.936,1.136,0.748,0.583,0.533,0.533,0.4,0.465,0.468,0.461,0.456,0.653,1.909,0,0,14.909
2/21/2021,1.95,0.549,0.396,0.407,0.388,0.393,0.387,0.877,0.684,0.843,0.725,0.739,1.111,0.944,1.318,1.375,0.917,0.789,1.68,1.734,1.586,2.07,1.935,1.728,0,0,25.525
2/22/2021,0.928,0.774,0.743,0.752,0.905,0.969,0.933,0.968,1.147,0.671,0.539,0.655,0.601,0.627,0.466,0.615,0.878,1.324,1.519,1.444,1.519,1.881,1.702,1.169,6.168,3.842,13.719
2/23/2021,0.484,0.442,0.417,0.396,0.561,0.397,0.638,0.514,1.234,0.501,0.576,0.456,0.564,0.577,0.621,0.438,0.558,0.73,1.087,1.023,2.046,1.864,1.521,1.044,4.642,3.214,10.833
2/24/2021,0.624,0.555,0.409,0.394,0.401,0.697,0.529,0.905,0.942,0.637,0.643,0.493,0.549,0.533,0.642,0.48,0.591,0.758,2.052,1.552,1.329,1.837,1.187,1.096,5.937,3.288,10.61
2/25/2021,0.86,0.445,0.385,0.382,0.39,0.657,0.534,0.415,1.144,0.53,0.681,0.607,0.559,0.582,0.576,0.47,0.702,0.752,1.405,1.488,1.391,1.432,1.63,0.909,4.927,3.496,10.503
2/26/2021,0.625,0.472,0.473,0.482,0.475,0.481,0.837,0.619,1.196,1.116,1.125,1.001,0.553,0.429,0.54,0.557,0.558,0.707,0.966,0.764,0.968,2.756,1.415,0.957,5.729,3.638,10.705
2/27/2021,0.848,0.457,0.376,0.387,0.753,0.603,0.493,0.439,0.628,0.732,0.674,1.032,0.716,0.695,0.773,0.719,0.591,0.408,0.551,0.554,0.495,0.876,1.25,0.574,0,0,15.624
2/28/2021,0.439,0.414,0.523,0.404,0.474,0.503,0.454,0.715,1.172,0.836,0.873,0.959,0.908,1.309,1.567,0.99,0.941,1.237,1.258,1.275,1.274,2.317,1.622,1.132,0,0,23.596
3/1/2021,0.727,0.508,0.463,0.45,0.798,0.497,0.42,0.459,1.117,0.887,0.991,1.066,0.959,1.114,0.983,1.057,0.921,0.787,1.806,1.133,1.056,1.411,1.734,1.311,6.047,6.1,10.508
3/2/2021,0.586,0.409,0.39,0.387,0.84,0.697,0.674,0.434,1.063,1.117,1.277,1.057,0.575,0.602,0.432,0.763,0.656,0.804,1.343,1.718,1.524,2.438,1.81,1.3,6.038,4.085,12.773
3/3/2021,0.911,0.581,0.404,0.387,0.564,0.531,0.657,0.442,0.869,0.548,0.904,1.096,0.522,0.44,0.479,0.535,0.531,0.698,2.023,1.52,1.18,1.444,0.785,0.644,5.484,3.603,9.608
3/4/2021,0.463,0.439,0.415,0.405,0.416,0.674,0.571,0.475,1.069,0.568,0.552,0.638,0.617,0.577,0.517,0.719,0.675,0.628,1.221,1.487,1.959,1.581,1.464,1.064,4.513,3.743,10.938
3/5/2021,0.486,0.407,0.388,0.371,0.406,0.406,0.755,0.692,1.254,0.844,1.186,1.368,1.065,1.088,1.36,1.362,1.129,1.669,2.247,2.318,2.345,2.657,2.636,2.15,7.892,7.372,15.325
3/6/2021,1.336,1.273,1.246,1.25,1.367,1.466,1.382,1.247,1.225,1.532,1.915,2.363,2.317,2.085,2.796,2.498,1.127,1.259,1.938,1.128,2.39,3.302,3.008,1.45,0,0,42.9
3/7/2021,0.664,0.403,0.381,0.411,0.535,0.482,0.449,0.668,0.678,0.888,1.465,1.248,1.188,1.564,2.044,2.264,2.385,2.192,3.022,3.043,2.468,2.81,3.441,2.638,0,0,37.331
3/8/2021,0.812,0.435,0.399,0.4,0.775,0.565,0.658,0.645,0.869,0.878,0.903,1.432,1.842,1.589,1.075,1.553,2.332,2.177,3.92,3.731,3.476,3.143,3.128,2.028,9.392,9.823,19.55
3/9/2021,0.582,0.398,0.398,0.388,0.544,0.571,0.549,0.553,2.033,1.908,2.654,2.771,2.178,1.738,1.866,2.23,1.964,1.272,2.578,1.784,1.998,2.828,2.386,1.862,10.998,12.747,14.288
3/10/2021,1.36,1.332,2.362,2.682,2.679,2.672,2.788,2.588,1.444,0.935,1.045,1.093,1.264,1.28,1.187,0.704,0.837,1.128,1.839,2.953,4.357,3.446,3.261,2.7,8.979,6.365,32.592
3/11/2021,1.566,1.94,1.897,1.886,1.873,1.888,2.151,2.415,2.373,2.225,0.788,1.576,1.845,1.971,1.877,1.553,1.297,1.468,1.676,1.383,1.798,2.58,2.257,1.958,10.945,10.119,23.177
3/12/2021,1.536,1.272,1.275,1.262,1.274,1.833,2.023,1.99,2.829,3.028,2.132,1.605,0.973,0.926,0.961,0.997,2.554,2.808,2.713,3.57,3.52,3.788,4.267,2.712,15.5,8.016,28.332
3/13/2021,1.389,1.93,1.893,1.891,2.047,2.263,2.111,1.876,1.957,2.201,2.427,3.263,1.751,1.228,1.107,1.006,1.03,1.049,2.294,2.346,2.141,3.213,2.603,1.317,0,0,46.333
3/14/2021,1.727,0,1.769,1.334,1.498,1.361,1.379,1.345,1.581,1.413,1.833,1.805,2.754,3.246,2.516,2.082,1.898,1.509,2.611,2.059,1.944,2.635,1.731,1.177,0,0,43.207
3/15/2021,1.201,1.34,1.33,1.311,1.728,2.025,2.349,2.302,2.193,1.569,1.942,2.136,1.9,2.037,1.887,1.791,1.951,2.135,3.293,2.639,2.582,2.817,2.691,2.579,13.434,11.702,24.592
3/16/2021,2.495,1.915,1.874,1.839,2.001,1.99,2.475,1.944,2.005,1.072,1.352,1.331,1.009,0.73,1.677,1.965,3.424,3.11,3.623,3.317,3.562,3.329,2.674,2.674,13.106,10.136,30.145
3/17/2021,2.027,1.897,1.885,1.882,1.887,1.878,2.789,2.594,2.478,2.116,0.799,0.989,1.14,1.197,1.523,1.287,1.272,2.233,2.8,1.697,1.319,1.403,1.261,1.249,13.02,7.408,21.174
3/18/2021,0.813,0.669,0.498,0.484,0.486,1.104,1.096,0.691,0.944,1.082,0.824,0.799,0.737,0.586,0.717,0.863,0.773,0.639,1.699,0.972,1.109,1.904,1.777,1.266,5.879,4.475,12.178
3/19/2021,0.665,0.58,0.577,0.575,0.575,0.57,0.907,0.613,1.198,0.975,0.746,0.666,0.812,0.729,0.75,0.505,0.628,0.742,0.588,1.308,1.364,1.519,1.541,0.999,4.862,4.09,11.18
3/20/2021,0.612,0.462,0.41,0.398,0.68,0.722,0.571,0.441,0.518,0.645,0.929,0.764,0.772,1.164,0.637,0.439,0.439,0.741,0.475,0.503,0.524,0.568,0.818,0.765,0,0,14.997
3/21/2021,0.618,0.476,0.444,0.4,0.675,0.529,0.427,0.658,0.716,0.622,0.526,0.993,0.764,0.734,0.597,0.643,0.672,0.665,1.18,1.226,1.031,1.021,1.073,1.256,0,0,17.946
3/22/2021,0.615,0.42,0.405,0.4,0.397,0.534,0.544,0.527,1.063,0.631,0.535,0.582,0.615,0.488,0.516,0.536,0.583,0.565,0.888,1.161,1.668,1.618,0.894,0.892,4.209,3.32,9.548
3/23/2021,0.695,0.437,0.428,0.429,0.43,0.416,0.406,1.15,0.716,0.795,0.605,0.605,0.779,0.627,0.623,0.649,0.724,0.982,1.09,1.073,1.029,0.934,0.73,0.831,5.338,4.007,7.838
3/24/2021,0.506,0.41,0.424,0.409,0.397,0.401,0.404,0.669,1.008,0.554,0.607,0.488,0.43,0.53,0.477,0.447,0.68,0.759,1.518,1.211,1.113,1.598,1.272,1.014,5.115,3.052,9.159
3/25/2021,0.637,0.385,0.373,0.371,0.368,0.634,0.368,0.38,0.758,0.582,0.561,0.544,0.715,0.601,0.579,0.574,0.858,0.912,0.952,0.888,1.254,1.112,1.017,0.667,4.145,3.871,8.074
3/26/2021,0.568,0.438,0.381,0.365,0.362,0.37,0.363,0.469,1.405,0.654,0.644,0.713,0.743,0.617,0.598,0.564,0.504,0.625,0.776,1.602,1.14,1.267,1.169,0.85,4.573,3.739,8.875
3/27/2021,0.862,0.748,0.451,0.416,0.582,0.603,0.572,0.425,0.543,0.527,0.761,0.743,0.613,1.035,0.678,1.122,0.723,0.661,1.016,1.693,1.53,2.583,2.632,2.369,0,0,23.888
3/28/2021,0.837,0.447,0.43,0.382,0.528,0.644,0.551,0.406,0.761,0.809,1.155,1.128,0.835,0.725,0.685,0.581,0.582,0.601,0.808,1.198,1.161,1.541,0.938,0.645,0,0,18.378
3/29/2021,0.433,0.373,0.364,0.395,0.392,0.387,0.685,0.496,1.048,0.678,0.826,1.046,0.659,0.84,1.033,0.786,0.519,0.558,1.036,1.075,0.994,1.441,0.975,0.56,4.642,4.883,8.074
3/30/2021,0.47,0.388,0.386,0.415,0.416,0.412,0.618,0.589,1.411,0.771,0.961,0.949,0.836,0.577,0.568,0.794,1.372,0.796,0.794,0.989,1.03,1.081,0.81,0.879,5.322,5.096,7.894
3/31/2021,0.506,0.436,0.472,0.48,0.441,0.442,0.471,0.505,1.182,0.847,1.088,1.354,0.674,0.572,0.57,0.665,0.513,0.541,1.247,1.374,1.119,1.466,1.618,0.872,5.41,4.348,9.697
4/1/2021,0.639,0.448,0.417,0.401,0.469,0.802,0.574,0.498,1.185,1.692,1.213,1.23,0.831,0.989,1.018,0.69,0.654,0.634,0.808,0.955,1.412,2.761,2.453,1.695,6.03,5.412,13.026
4/2/2021,0.632,0.447,0.449,0.413,0.409,0.386,0.737,0.603,0.565,0.531,0.69,0.773,0.794,0.683,0.583,0.876,0.752,0.807,0.939,1.673,1.767,1.765,1.536,1.259,0,0,20.069
4/3/2021,0.78,0.488,0.436,0.441,0.807,0.685,0.676,0.459,0.446,0.583,1.321,0.537,0.572,0.607,0.738,0.781,0.677,0.971,1.404,1.169,1.049,2.359,2.322,1.924,0,0,22.232
4/4/2021,1.015,0.757,0.691,0.691,0.687,0.72,0.63,0.762,0.783,0.823,0.798,0.644,0.633,0.694,0.517,0.527,0.585,0.808,1.573,1.439,1.25,1.879,1.507,1.147,0,0,21.56
4/5/2021,0.643,0.408,0.421,0.414,0.412,0.41,0.411,0.748,0.412,0.483,0.57,0.557,0.682,0.978,0.789,0.644,0.565,0.751,0.914,1.193,1.181,1.604,1.103,1.164,3.878,4.215,9.364
4/6/2021,0.666,0.402,0.407,0.386,0.379,0.388,0.368,0.763,1.156,0.525,0.472,0.571,0.508,0.482,0.563,0.716,0.787,1.002,1.419,1.047,1.122,1.263,1.387,0.888,5.337,3.627,8.703
4/7/2021,0.737,0.623,0.391,0.389,0.382,0.377,0.374,0.378,0.859,0.74,0.489,0.671,0.47,0.684,0.631,0.577,0.653,0.686,0.748,1.317,0.988,1.816,1.561,0.999,3.9,3.686,9.954
4/8/2021,0.521,0.412,0.389,0.419,0.425,0.44,0.379,0.478,0.897,0.578,0.6,1.099,0.602,0.523,0.511,0.518,0.74,0.801,1.16,1.033,1.058,1.058,0.814,0.666,4.514,3.993,7.614
4/9/2021,0.48,0.458,0.458,0.444,0.399,0.395,0.393,0.394,1.171,0.616,0.579,0.916,0.64,0.598,0.588,0.556,0.652,0.599,0.985,0.923,0.966,0.995,0.792,0.777,4.344,3.95,7.48
4/10/2021,0.574,0.428,0.392,0.372,0.383,0.423,0.435,0.383,0.363,0.435,0.7,0.736,0.813,0.781,0.596,0.537,0.44,0.616,0.861,1.662,1.297,1.317,1.177,1.148,0,0,16.869
4/11/2021,0.694,0.455,0.413,0.392,0.403,0.465,0.42,0.401,0.423,0.82,0.933,0.885,0.791,1.137,1.501,0.805,0.829,0.755,1.23,1.483,1.22,1.108,1.202,1.043,0,0,19.808
4/12/2021,0.677,0.508,0.488,0.469,0.458,0.459,0.451,0.451,0.762,0.622,0.659,0.706,1.161,0.746,0.73,0.961,0.883,1.024,1.97,1.179,1.186,1.153,0.89,0.945,5.488,5.187,8.863
4/13/2021,0.908,0.494,0.389,0.385,0.408,0.406,0.403,0.54,0.882,0.526,0.825,0.812,0.922,0.881,0.654,0.634,0.723,1.295,0.95,0.987,1.183,1.898,1.612,1.104,5.018,4.626,10.177
4/14/2021,0.728,0.415,0.408,0.403,0.4,0.401,0.396,0.407,0.612,0.619,0.575,0.606,0.845,0.671,0.669,0.704,0.653,0.691,1.792,1.559,0.922,1.283,1.157,0.97,4.696,4.148,9.042
4/15/2021,0.632,0.472,0.466,0.456,0.45,0.483,0.387,0.402,0.675,0.74,0.54,0.826,0.796,0.695,0.609,0.537,0.889,1.085,1.063,0.982,0.907,1.332,1.252,1.124,4.505,4.352,8.943
4/16/2021,0.537,0.433,0.425,0.427,0.431,0.428,0.553,0.535,0.577,0.806,0.521,0.63,0.994,1.515,0.94,0.723,0.823,0.532,1.918,1.383,1.557,1.802,1.291,1.373,4.889,5.625,10.64
4/17/2021,0.773,0.576,0.425,0.4,0.58,0.557,0.66,0.396,0.429,0.699,0.899,0.678,0.561,0.477,0.566,0.487,0.616,0.907,0.963,1.278,1.169,1.582,1.561,1.486,0,0,18.725
4/18/2021,1.104,0.566,0.434,0.427,0.401,0.475,0.433,0.554,0.631,0.54,0.525,0.871,0.749,0.766,0.728,0.791,0.718,0.674,0.919,1.313,1.393,1.092,0.906,0.812,0,0,17.822
4/19/2021,0.58,0.387,0.392,0.473,0.409,0.396,0.544,0.561,0.983,0.662,0.662,0.769,0.875,0.656,0.643,0.779,0.737,0.967,2.071,1.078,1.618,1.736,1.318,0.615,5.906,4.459,9.546
4/20/2021,0.539,0.466,0.445,0.425,0.425,0.443,0.431,0.618,0.92,0.654,0.566,0.905,0.678,0.768,0.65,0.807,0.894,0.914,1.056,0.945,1.275,1.627,1.452,1.461,4.728,4.702,9.934
4/21/2021,1.116,0.591,0.475,0.456,0.461,0.463,0.459,0.705,0.917,0.746,0.814,0.685,0.706,0.625,0.63,0.71,0.603,0.626,1.778,1.505,1.205,1.456,1.471,1.102,5.586,3.959,10.76
4/22/2021,0.839,0.528,0.445,0.383,0.656,0.626,0.551,0.441,0.94,0.718,0.858,0.946,0.934,1.128,1.521,0.754,0.849,1.173,1.49,0.925,1.108,1.506,1.035,1.216,5.62,6.132,9.818
4/23/2021,0.771,0.721,0.506,0.439,0.416,0.417,0.646,0.51,0.905,0.632,0.611,0.888,0.664,0.632,0.656,0.549,0.701,0.796,0.762,0.943,1.097,1.57,1.322,1.034,4.216,4.09,9.882
4/24/2021,0.62,0.42,0.399,0.388,0.388,0.425,0.438,0.622,0.414,0.457,0.481,0.605,0.588,0.74,0.677,0.733,0.586,0.65,0.762,1.701,0.868,2.243,1.872,1.586,0,0,18.663
4/25/2021,0.928,0.578,0.403,0.393,0.389,0.453,0.399,0.374,0.448,0.468,0.513,0.481,0.923,0.932,0.773,0.767,0.707,0.909,1.414,1.12,1.302,1.73,1.613,0.854,0,0,18.871
4/26/2021,0.471,0.414,0.395,0.378,0.403,0.395,0.663,0.557,1.225,0.689,0.676,0.709,0.739,0.621,0.787,0.653,0.61,0.642,1.867,1.006,0.978,1.1,1.081,0.986,5.656,4.119,8.27
4/27/2021,0.573,0.4,0.363,0.35,0.372,0.37,0.369,0.676,1.201,0.659,0.637,0.937,0.678,0.607,0.946,0.904,0.804,0.953,0.921,0.94,1.697,1.695,0.877,0.748,5.047,4.876,8.754
4/28/2021,0.548,0.468,0.44,0.431,0.407,0.383,0.394,0.617,0.926,0.608,0.735,0.942,0.748,0.674,0.76,0.726,0.614,0.621,1.234,1.902,1.414,1.277,1.051,1.164,4.741,4.464,9.879
4/29/2021,0.846,0.465,0.449,0.485,0.478,0.501,0.4,0.397,1.092,0.71,0.666,0.737,1.01,0.751,0.708,0.683,0.795,0.871,1.655,1.417,1.446,1.368,1.467,1.356,5.391,4.684,10.678
4/30/2021,0.826,0.437,0.407,0.434,0.407,0.38,0.552,0.418,0.889,0.655,0.639,0.702,0.723,0.752,0.637,0.709,0.633,1.264,1.311,1.07,1.09,1.359,1.156,1.142,5.176,4.156,9.26
5/1/2021,0.748,0.471,0.445,0.464,0.636,0.623,0.606,0.422,0.423,0.751,0.489,0.487,0.597,0.834,0.686,0.512,0.542,0.711,1.3,1.372,1.454,1.379,1.349,1.432,0,0,18.733
5/2/2021,1.136,0.487,0.439,0.443,0.417,0.454,0.409,0.381,0.554,0.783,0.591,0.66,0.701,0.658,0.607,0.704,0.79,0.883,1.064,1.586,1.023,1.07,0.883,0.787,0,0,17.51
5/3/2021,0.66,0.441,0.404,0.393,0.439,0.381,0.374,0.686,0.985,0.687,0.638,0.783,0.625,0.61,0.656,0.695,0.8,0.748,1.203,1.103,1.273,2.093,1.269,1.237,4.169,4.947,10.067
5/4/2021,0.655,0.483,0.477,0.415,0.411,0.41,0.399,0.398,1.084,0.78,0.664,0.779,0.686,0.611,0.589,0.798,1.146,1.176,1.127,1.048,1.218,1.482,1.247,1.032,4.609,5.229,9.277
5/5/2021,0.521,0.37,0.49,0.444,0.384,0.365,0.49,0.381,0.881,0.789,0.707,0.658,0.783,0.698,0.644,0.691,0.781,0.733,1.094,0.973,1.048,1.711,1.379,1.008,4.255,4.585,9.183
5/6/2021,0.896,0.556,0.44,0.434,0.431,0.438,0.432,0.654,0.952,0.596,0.582,0.733,0.75,1.419,0.596,0.582,0.71,0.758,1.387,0.95,1.125,1.17,1.061,0.882,4.79,4.929,8.815
5/7/2021,0.706,0.453,0.441,0.435,0.397,0.385,0.361,0.502,0.731,1.071,1.057,1.398,1.353,1.033,0.868,0.741,0.762,0.66,0.679,0.807,0.928,1.126,1.305,1.082,6.155,4.7,8.426
5/8/2021,0.783,0.506,0.478,0.468,0.872,0.591,0.61,0.5,0.594,0.725,0.666,0.623,0.855,0.577,0.485,0.714,0.504,0.695,0.861,0.953,0.811,1.686,1.505,1.711,0,0,18.773
5/9/2021,0.833,0.514,0.448,0.439,0.404,0.388,0.375,0.376,0.383,0.651,0.849,0.716,1.029,0.828,1.752,0.852,0.617,0.946,1.069,0.901,1.181,1.104,0.991,0.75,0,0,18.396
5/10/2021,0.716,0.409,0.409,0.399,0.408,0.396,0.468,0.623,0.823,0.652,0.697,1.031,0.938,0.676,0.905,0.632,0.785,0.926,0.917,1,0.987,1.008,0.819,0.859,4.967,4.638,7.878
5/11/2021,0.71,0.445,0.438,0.423,0.419,0.41,0.503,0.595,0.727,0.627,0.607,1.183,0.723,0.702,0.769,0.761,0.626,0.65,0.764,1.106,1.577,1.635,1.441,1.149,4.764,3.97,10.256
5/12/2021,0.866,0.457,0.424,0.557,0.429,0.422,0.455,0.512,0.946,0.666,0.686,0.819,0.733,0.646,0.667,0.624,0.71,0.773,1.073,1.025,0.968,1.013,1.061,0.938,4.199,4.656,8.615
5/13/2021,0.807,0.667,0.455,0.449,0.439,0.426,0.416,0.399,1.395,0.688,0.721,0.957,0.761,0.809,0.752,0.661,0.568,0.761,0.967,0.881,1.048,0.87,1.078,0.915,4.508,4.931,8.451
5/14/2021,0.841,0.768,0.562,0.434,0.428,0.423,0.416,0.411,0.988,0.643,0.692,0.942,0.801,1.404,0.92,0.689,0.661,0.608,0.672,1.022,0.951,1.05,1.047,1.039,5.417,4.014,8.981
5/15/2021,0.952,0.562,0.428,0.414,0.406,0.396,0.392,0.397,0.394,0.427,1.002,0.53,0.501,0.61,0.79,0.79,0.61,0.682,0.83,1.391,1.03,1.164,1.562,1.431,0,0,17.691
5/16/2021,1.21,0.703,0.482,0.474,0.589,0.47,0.454,0.454,0.538,0.842,0.551,0.589,0.7,0.733,0.652,0.786,0.606,0.592,0.651,1.063,0.937,1.061,1.144,1.073,0,0,17.354
5/17/2021,0.739,0.463,0.424,0.407,0.406,0.396,0.392,0.374,0.986,0.664,0.673,0.879,0.797,0.671,1.317,0.98,0.807,0.751,1.084,1.064,0.967,1.01,1.177,0.977,5.451,4.532,8.422
5/18/2021,0.672,0.505,0.487,0.48,0.634,0.483,0.469,0.471,1.269,0.782,0.805,0.933,0.739,0.708,0.663,0.9,0.835,0.915,1.034,0.997,1.16,1.115,1.017,1.158,4.778,5.276,9.177
5/19/2021,0.998,0.652,0.499,0.502,0.535,0.525,0.513,0.511,0.994,0.829,0.812,2.85,3.491,3.589,0.872,1.27,3.343,1.36,1.135,1.051,1.235,1.343,1.828,3.578,15.415,5.641,13.259
5/20/2021,3.278,3.003,2.398,1.299,1.505,1.633,1.003,0.497,0.841,0.741,1.078,1.452,3.853,1.655,0.837,3.055,3.682,2.338,0.98,2.453,3.256,3.27,1.87,2.551,14.534,6.475,27.519
5/21/2021,0.94,1.183,1.255,1.023,0.483,0.481,0.502,0.474,0.845,1.241,2.701,2.263,2.318,3.625,0.85,2.46,2.185,0.799,0.78,2.363,3.238,3.915,3.653,2.435,13.701,6.84,21.471
5/22/2021,2.06,1.865,0.524,1.68,1.533,1.087,1.772,0.443,0.453,0.613,0.525,0.778,1.054,0.994,2.606,3.977,1.139,0.968,2.276,3.992,2.225,3.057,2.391,2.222,0,0,40.234
5/23/2021,1.058,1.308,0.587,0.706,1.275,0.578,1.26,0.661,0.556,0.634,0.872,1.151,1.045,0.967,0.735,0.6,0.727,0.878,0.904,1.496,1.209,1.274,1.157,0.985,0,0,22.623
5/24/2021,0.718,0.477,0.46,0.468,0.455,0.45,0.441,0.605,0.42,0.515,0.656,0.463,0.771,0.619,0.749,0.681,0.693,0.403,0.489,0.951,1.399,1.085,1.299,1.147,0,0,16.414
5/25/2021,1.074,0.474,0.405,0.403,0.411,0.403,0.397,0.407,0.738,0.722,0.907,1.021,1.032,1.18,3.324,1.684,0.784,0.738,1.834,1.143,2.406,2.271,2.239,2.78,9.025,5.346,14.406
5/26/2021,3.389,2.734,0.808,1.131,1.152,0.472,0.465,0.462,0.948,0.809,0.893,1.137,1.082,0.862,0.893,2.035,1.699,1.09,2.134,3.498,1.281,1.193,1.237,1.025,7.708,6.336,18.385
5/27/2021,2.543,1.606,0.539,0.492,0.475,0.502,0.454,0.467,0.873,0.667,0.727,0.879,0.901,0.713,0.708,0.654,0.658,0.702,1.034,0.917,1.349,1.921,1.093,0.835,4.513,4.47,12.726
5/28/2021,0.666,0.547,0.53,0.523,0.538,0.534,0.526,0.625,0.946,0.81,0.79,0.964,0.874,0.907,0.771,0.784,0.807,0.93,0.941,1.04,1.753,1.255,0.977,0.986,5.107,5.042,9.875
5/29/2021,0.679,0.61,0.46,0.445,0.438,0.419,0.402,0.406,0.425,0.845,0.783,0.871,0.723,0.74,0.939,0.54,0.479,0.552,0.712,1.123,1.097,1.067,1.115,1.309,0,0,17.179
5/30/2021,1.014,0.584,0.444,0.437,0.42,0.415,0.406,0.424,0.524,0.511,0.824,0.899,0.91,0.591,0.552,0.471,0.464,0.58,0.666,1.052,1.044,1.004,1.033,0.818,0,0,16.087
5/31/2021,0.53,0.46,0.441,0.435,0.583,0.444,0.435,0.429,0.674,0.58,0.668,0.897,0.61,0.679,0.662,0.667,0.681,0.672,1.426,1.415,0.936,1.517,1.678,1.118,4.196,4.449,9.992
6/1/2021,0.831,0.425,0.401,0.397,0.405,0.401,0.399,0.408,0.656,0.687,0.617,0.682,0.684,0.617,0.947,0.807,2.344,0.904,0.855,0.987,0.997,1.308,1.421,1.14,6.081,4.127,9.112
6/2/2021,2.162,1.117,1.324,0.542,0.54,0.532,0.527,0.506,0.937,0.842,0.807,0.842,0.905,0.818,1.45,1.107,1.024,1.352,1.24,1.378,1.229,1.064,1.344,1.395,6.146,5.684,13.154
6/3/2021,0.943,0.715,0.734,0.735,0.74,0.728,0.705,0.711,1.132,0.866,0.837,0.965,0.848,1.252,1.132,0.898,0.878,0.807,1.112,1.112,1.297,1.365,2.803,0.911,5.973,5.465,12.788
6/4/2021,1.697,0.581,0.536,0.514,0.482,0.457,0.457,0.485,1.069,1.278,2.26,0.87,2.257,1.356,0.808,0.934,1.09,3.258,1.468,2.965,1.282,4.176,2.178,2.739,7.315,9.818,18.064
6/5/2021,1.641,0.665,1.542,0.474,0.449,0.452,0.468,0.458,0.735,0.602,2.642,3.535,2.987,1.316,3.279,2.914,0.582,0.568,0.583,0.644,0.65,0.637,3.268,4.037,0,0,35.128
6/6/2021,2.563,1.48,1.584,1.575,0.553,1.5,0.462,0.645,0.541,0.813,0.562,1.385,3.59,3.598,1.888,0.947,3.765,4.082,3.796,3.991,3.982,3.616,2.576,3.064,0,0,52.558
6/7/2021,1.685,1.753,0.585,0.432,0.459,1.717,0.434,0.407,0.873,0.909,3.37,2.665,3.626,3.311,0.802,0.976,3.825,1.814,1.497,4.892,3.965,2.509,2.368,2.176,15.205,8.87,22.975
6/8/2021,1.927,0.541,1.196,1.557,1.218,1.153,0.489,0.473,0.918,0.908,0.834,1.066,2.908,2.106,0.838,2.245,2.914,1.006,0.931,1.145,1.316,1.973,1.559,1.913,12.077,5.07,15.987
